"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV0513686f","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__"
"ASV1e461025","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV7e57c96a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV370be499","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__","s__"
"ASV38446d3e","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVae7415a8","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV6c800272","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Acutalibacter","s__"
"ASVcdd2cc2b","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASV38c29410","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVe56e92b4","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__","g__","s__"
"ASVf616407d","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__CAG-873","s__"
"ASVdf6e71b8","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASV77f07c01","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVd99d0c79","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV9c4f0fd6","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVe3d65874","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASV404797f4","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV6a027be1","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__limosum"
"ASV18c3615b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__wexlerae"
"ASVce131c38","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__Agathobaculum","s__"
"ASV910c218f","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV4767c1a3","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"ASVb720f46a","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__","g__","s__"
"ASVdae5cfff","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVea8d90af","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV44a595e5","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV6471ad70","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASVe01c48ba","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV52a6a8ef","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVe6c1ccc9","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASVd3f4f3b3","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Massiliomicrobiota","s__"
"ASV90e5b691","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__HT002","s__"
"ASV2adf3fe2","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV2b574f52","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVd51a8cef","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae NK4A136 group","s__"
"ASVe2380611","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__"
"ASV89f9cc0f","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV6fb145bc","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV79c5127f","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV705d231d","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASVd998a1d4","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV6e70cef8","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV099a60d0","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASVd76320c3","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Kandleria","s__vitulina"
"ASVaf6c7d0d","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV90aaf3fe","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__"
"ASVe569438f","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASVd83d6c00","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV8bc8d6dc","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
"ASVcefa39a9","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV111bbf2e","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Megamonas","s__"
"ASV8c0be470","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV62253e2c","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV672346ba","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__"
"ASVc5ff42e9","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV8c8fbbc4","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemanella","s__"
"ASV53c97dce","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVeaace018","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV9337991d","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__","g__","s__"
"ASVf153fef6","k__Bacteria","p__Fusobacteriota","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","s__perfoetens"
"ASVb4a808d7","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__inulinivorans"
"ASVbb877701","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV79ae1e45","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASVd7ab3a09","k__Archaea","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__"
"ASV0eb0c7d4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV4fe4ae7c","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASV8f03d5e1","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASV505b94bc","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV00481a4c","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV67102481","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASV8931fe53","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASVf8f85411","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV8c3ed9a9","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV36e8f7e7","k__Bacteria","p__Fusobacteriota","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","s__"
"ASV1a9d695f","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVa755bd39","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV929c7b43","k__Bacteria","p__Bacillota","c__Bacilli","o__Izemoplasmatales","f__","g__","s__"
"ASVadd3b9a3","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV2026e5cf","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Hoylesella","s__"
"ASV3cc53c64","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVeb90da05","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Terrisporobacter","s__"
"ASV910489a1","k__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__saprophyticus"
"ASV5c8f7fbb","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV6ffca4c6","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASVdbd8ffb6","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV22185346","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV926fbefe","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV4f3db15b","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__"
"ASVcf57a638","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Caproiciproducens","s__"
"ASVeace763f","k__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__"
"ASV746d4c20","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV01ec1bed","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVda4543cd","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASV4fff2aec","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","s__ruminis"
"ASV2d167ecf","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__wexlerae"
"ASV74432f2c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASVf9bacac2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV6268ae6a","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASV9512fd7f","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Catenibacterium","s__"
"ASV3a540d3f","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Faecalicoccus","s__pleomorphus"
"ASVfe0a6dee","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__"
"ASV83ddb86f","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVafc04017","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV85971196","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__"
"ASV8bdd4987","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASV4bc31c01","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__"
"ASVe7283273","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV2b6d7833","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVac684517","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVba237523","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae UCG-008","s__"
"ASVa14c94f5","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__"
"ASV485b18d3","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Xylanibacter","s__"
"ASVd45ac37a","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASVc83deeeb","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASV16a510b7","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASVfcd79abe","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Enterocloster","s__"
"ASV38295cd2","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Terrisporobacter","s__"
"ASV46a87187","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Negativibacillus","s__"
"ASV631c21ec","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV663fba99","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVce97210f","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__","s__"
"ASVab3f100a","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV4019aaf9","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVc28ea1f3","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__","g__","s__"
"ASV64a92760","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__"
"ASV985542f9","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV036613c2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__plebeius"
"ASV71ff7c56","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV085bfdbe","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASV73ec5a2e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV5fea0d8b","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__"
"ASV70d2a76a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV10b4d496","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__timonensis"
"ASVd381b1af","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__","f__","g__","s__"
"ASV54b61272","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASV79ce0876","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__"
"ASV61a16301","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__","s__"
"ASV5a3ea6f9","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__bornimense"
"ASV811fa90a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASVaf320193","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV820ee7b3","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__","s__"
"ASV214fe65e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV8d113e7c","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASVe33c020f","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASV6ed4377b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__hansenii"
"ASV0fdac471","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV84150be3","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV4c0dd0e9","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV39e90faf","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASV257d8afe","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV1ebc71e9","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV9a76604e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV0c458c75","k__Bacteria","p__Bacillota","c__Bacilli","o__Izemoplasmatales","f__","g__","s__"
"ASV373d809e","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__","s__"
"ASV52eeaa09","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"ASV8c136c5b","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__bicirculans"
"ASVbec4e33b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__luti"
"ASV1fb5cb00","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASVae156a07","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV2983be27","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__","s__"
"ASVd28f9a1c","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASVad140464","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Slackia","s__"
"ASVa096b103","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__porcorum"
"ASVa232e8f6","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV82a2adcc","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV84d6b529","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV21c8cac1","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__"
"ASVd2fe15f8","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Acutalibacter","s__"
"ASVf8dcaa1e","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Slackia","s__isoflavoniconvertens"
"ASV259f25f0","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASVc45c1a42","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemanella","s__biformis"
"ASVd872705a","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Morganellaceae","g__","s__"
"ASVa9037157","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__A2","s__"
"ASV1b4d515f","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV259698a4","k__Bacteria","p__Bacillota","c__Bacilli","o__","f__","g__","s__"
"ASV392269a1","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae UCG-010","s__"
"ASV487a71f5","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
